product_name,product_category,product_price,product_description,product_rating,product_stock,product_brand,product_color,product_size,product_discount
Belted Trench Coat,Clothing - Outerwear,926.7,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,4,566,Adidas,black,L,5.5
Non-Stick Grill Pan,Kitchen,963.46,in imperdiet et commodo vulputate justo in blandit ultrices enim,3,652,Puma,green,L,41.21
Lemon Herb Grilled Chicken,Food - Meat,645.99,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,1,420,Adidas,black,L,4.61
Digital Stopwatch Timer,Fitness,847.9,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,1,552,Puma,black,L,40.37
Camera Lens Cleaning Kit,Photography,851.77,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,4,979,Adidas,black,XL,0.99
Cinnamon Apple Sauce,Food - Canned Goods,978.74,praesent id massa id nisl venenatis lacinia aenean sit amet justo,4,678,Adidas,black,M,43.76
Classic Bagels,Food - Bakery,149.4,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,4,842,Adidas,green,S,15.22
Mint Chocolate Chip Ice Cream,Food - Frozen Desserts,949.06,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,2,78,Nike,red,M,2.17
Himalayan Salt Grinder,Food - Spices,104.35,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,5,105,Puma,red,S,48.01
Over-the-Door Hooks,Home,314.04,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2,328,Nike,blue,S,7.81
Feta Cheese Crumbles,Food - Dairy,459.24,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,1,42,Nike,green,L,4.71
Whole Grain Hamburger Buns,Food - Bakery,543.57,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,4,974,Nike,green,L,1.93
Motion Sensor Light,Home,316.86,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,3,560,Puma,red,L,6.68
Portable Pet Bathing Tool,Pets,638.28,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,3,411,Adidas,red,XL,17.78
Vegetable Lasagna,Food - Frozen Foods,980.31,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,4,505,Nike,green,L,33.5
Cinnamon Sugar Tortilla Chips,Food - Snacks,499.85,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,1,86,Puma,black,S,2.56
Barbecue Chicken Pizza,Food - Frozen Foods,423.36,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,5,197,Adidas,red,L,41.86
Blue Corn Tortilla Chips,Food - Snacks,596.29,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,3,836,Nike,green,M,24.27
Chopping Board,Kitchen,794.42,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,5,383,Puma,green,L,44.67
Artisan Pickles,Food - Condiments,650.35,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,5,333,Puma,blue,XL,38.34
Fleece Lined Leggings,Clothing,336.88,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,1,131,Puma,black,M,8.64
Spinach and Cheese Quiche,Food - Prepared Meals,716.6,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,4,381,Adidas,green,S,3.91
Mediterranean Couscous Salad,Food - Salads,362.8,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,1,165,Adidas,green,L,35.66
Travel Pillow with Memory Foam,Travel,866.77,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,3,65,Nike,blue,L,19.9
Electric Wine Opener,Kitchen,91.21,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,4,671,Nike,green,S,11.85
Chocolate Protein Powder,Food - Supplements,656.74,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,5,52,Nike,blue,XL,8.26
Salsa Verde,Food - Condiments,329.06,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,1,806,Nike,blue,M,34.73
Mini Cordless Vacuum Cleaner,Home Appliances,650.91,nisl duis bibendum felis sed interdum venenatis turpis enim blandit,4,478,Puma,green,XL,2.27
Cabbage,Food - Produce,13.09,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,3,220,Nike,black,M,48.25
Coconut Rice,Food - Frozen,746.97,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,3,619,Adidas,green,M,11.04
Honey Nut Cheerios,Food - Cereal,841.17,nunc purus phasellus in felis donec semper sapien a libero nam dui,1,704,Nike,blue,S,9.89
Savory Pumpkin Soup,Food - Soups,354.74,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,3,51,Nike,black,L,30.36
Buffalo Sauce,Food - Condiments,204.21,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,5,135,Puma,blue,M,9.69
Basic V-Neck T-Shirt,Clothing - Tops,301.93,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,5,521,Nike,blue,M,34.4
Orange Ginger Vinaigrette,Food - Condiments,393.12,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,1,814,Adidas,blue,M,47.86
Kids' Educational Tablet,Electronics,532.26,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,3,560,Puma,black,S,32.67
Organic Almonds,Food - Nuts,594.21,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,5,432,Puma,black,S,9.32
Cocktail Shaker and Mixing Glass Set,Kitchen,402.41,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,2,880,Nike,black,S,1.9
Savory Quinoa Pudding,Food - Sides,220.21,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,3,871,Adidas,red,L,34.92
Inflatable Pool Float,Outdoor,932.44,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,4,330,Nike,green,M,38.94
Sculpting Kit,Art Supplies,735.02,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,5,51,Nike,green,S,26.58
Classic BBQ Sauce,Food - Condiments,552.09,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,5,612,Puma,green,XL,4.36
Peanut Butter Granola,Food - Breakfast,73.92,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,4,214,Puma,green,L,2.26
Coconut Curry Lentils,Food - Canned Goods,246.54,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,2,900,Puma,black,L,36.7
Mini Indoor Herb Garden Kit,Garden,266.12,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2,915,Nike,blue,XL,24.0
Cheesy Broccoli Soup Mix,Food - Soups,13.56,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,5,519,Nike,black,M,15.89
Ramen Noodle Soup Cups,Food - Prepared Meals,544.21,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,2,328,Adidas,red,L,4.54
Buffalo Style Cauliflower Bites,Food - Frozen Vegetables,298.24,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,4,171,Nike,red,M,11.68
Stainless Steel Cutlery Set,Kitchen,53.44,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,3,678,Puma,black,XL,22.63
Set of Gardening Gloves with Claws,Garden,641.86,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,4,229,Adidas,green,M,47.28
Thai Peanut Dressing,Food - Condiments,846.35,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,2,598,Adidas,black,L,11.91
Portable Air Conditioner,Home Appliances,651.57,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,2,516,Puma,blue,L,6.78
Bluetooth Shower Speaker,Audio,773.33,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,4,857,Adidas,blue,S,25.45
Tattoo Kit,Art Supplies,437.73,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,1,849,Nike,blue,M,13.21
Portable Massage Gun,Health,169.08,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,5,73,Puma,green,S,33.16
Avocados,Food - Produce,606.79,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,2,797,Nike,black,XL,31.76
Water-Resistant Bluetooth Speaker,Audio,726.96,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,2,606,Puma,red,S,48.74
Jigsaw Puzzle,Toys,911.21,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,5,675,Nike,red,M,45.96
Kettle Chip Variety Pack,Food - Snacks,229.0,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,1,327,Puma,red,S,46.63
Denim Jacket,Clothing - Outerwear,761.69,eget rutrum at lorem integer tincidunt ante vel ipsum praesent,2,271,Puma,red,M,2.79
Induction Cooktop,Kitchen,84.17,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,1,462,Puma,black,XL,23.96
Classic Slim Fit Shirt,Clothing - Shirts,380.06,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,1,385,Nike,black,S,24.55
Lemon Dill Salmon,Food - Seafood,777.95,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,4,972,Adidas,blue,XL,20.97
Workstation Laptop Stand,Office,337.0,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,2,342,Nike,red,L,45.34
Chickpea Snack Mix,Food - Snacks,847.49,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,5,163,Adidas,red,M,3.57
Apple Sauce,Food - Canned Goods,499.45,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,1,275,Nike,red,XL,32.73
Mini Meatballs,Food - Frozen Meals,101.03,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,4,501,Adidas,red,XL,22.62
Pet Carrier,Pets,915.86,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,1,12,Nike,red,XL,2.99
Nutritional Yeast,Food - Pantry,939.32,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,3,416,Adidas,red,M,26.53
Linen Trousers,Clothing - Bottoms,773.81,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,2,914,Nike,green,S,46.5
Vegan Tacos,Food - Frozen Foods,218.44,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,1,647,Puma,blue,XL,35.62
Grapes (red),Food - Produce,190.38,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,5,285,Adidas,blue,L,5.87
Quinoa & Black Bean Salad,Food - Salads,795.78,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,4,659,Puma,blue,S,39.97
Roasted Sweet Corn,Food - Frozen,375.26,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,4,658,Adidas,blue,S,0.16
Frozen Salmon Filets,Food - Seafood,464.47,est congue elementum in hac habitasse platea dictumst morbi vestibulum,1,736,Adidas,green,S,17.63
Underwater Camera,Photography,672.01,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,1,9,Nike,red,S,31.44
Hiking Boots,Footwear,117.16,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,5,725,Adidas,green,M,33.06
Picnic Blanket,Outdoor,785.21,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,5,244,Adidas,blue,M,11.18
Oatmeal Raisin Cookies,Food - Baked Goods,316.84,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,5,72,Nike,green,M,33.17
Children's Educational Puzzle,Toys,171.37,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,1,603,Adidas,black,S,11.35
Elegant Maxi Skirt,Clothing - Bottoms,177.2,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,2,525,Nike,green,S,26.26
Snack Container Set,Kitchen,208.54,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,5,939,Adidas,blue,L,11.91
Organic Black Bean Burger,Food - Frozen Foods,287.34,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,4,408,Nike,blue,M,27.86
Air Fryer,Kitchen,706.11,rutrum nulla tellus in sagittis dui vel nisl duis ac,4,879,Puma,blue,L,21.66
Savory Trail Mix,Food - Snacks,509.38,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,3,522,Adidas,blue,L,36.46
Cream Cheese,Food - Dairy,965.59,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,1,276,Adidas,black,XL,3.86
Cabbage Slaw Mix,Food - Vegetables,785.14,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,3,897,Puma,green,XL,15.46
Fettuccine Alfredo Dinner Kit,Food - Prepared Meals,602.1,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,3,402,Puma,blue,XL,40.23
Apple Cinnamon Breakfast Muffins,Food - Bakery,751.0,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,3,643,Puma,blue,M,18.3
Graphic Hoodie,Clothing - Outerwear,928.58,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,4,39,Puma,blue,L,31.86
Outdoor String Lights,Outdoor,865.13,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,1,486,Nike,blue,XL,9.61
Gardening Tools Set,Garden,870.43,potenti in eleifend quam a odio in hac habitasse platea,5,646,Adidas,black,XL,35.79
Coconut Almond Granola,Food - Breakfast,548.99,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,3,241,Puma,black,M,34.84
Board Game,Toys,290.83,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,2,644,Adidas,blue,M,10.32
Traditional Hummus,Food - Dips,495.59,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,4,451,Adidas,black,M,35.45
Glass Food Containers,Kitchen,329.8,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,4,142,Adidas,red,S,18.97
Pleated Midi Dress,Clothing - Dresses,233.52,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,4,309,Puma,red,XL,25.05
Savory Trail Mix,Food - Snacks,373.0,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,3,32,Nike,red,M,8.72
Coconut Rice,Food - Frozen,760.25,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,5,379,Adidas,black,M,1.55
Poppy Seed Dressing,Food - Condiments,469.45,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,3,942,Puma,blue,S,1.5
Oven-Baked Parmesan Zucchini,Food - Frozen Vegetables,687.29,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,3,357,Puma,blue,L,46.02
Ricotta Cheese,Food - Dairy,988.22,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,1,876,Nike,blue,S,1.44
Smart Fitness Scale,Fitness,210.07,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,4,546,Adidas,black,S,7.81
Air Mattress,Outdoor,415.8,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,1,238,Puma,blue,M,41.72
Fridge Magnet Set,Home,890.27,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,2,735,Puma,red,M,12.06
Chopping Board,Kitchen,850.1,phasellus in felis donec semper sapien a libero nam dui proin leo odio,5,845,Nike,blue,XL,22.61
Personal Blender with Travel Cup,Kitchen,829.48,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,3,310,Nike,black,M,41.22
Granola Cereal,Food - Breakfast,421.17,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,2,590,Adidas,black,M,7.22
Arcade Game Machine,Gaming,740.67,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,1,235,Adidas,black,XL,14.05
Sushi Roll Kit,Food - Cooking Kits,548.52,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,5,407,Puma,red,M,36.29
Warm Wool Sweater,Clothing - Tops,535.17,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,1,604,Nike,black,L,25.32
Sunglasses Case,Accessories,171.17,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,2,110,Puma,black,S,48.35
Tennis Racket,Fitness,199.41,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,4,484,Puma,red,L,6.28
Memory Foam Mattress Topper,Home,885.62,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,2,241,Puma,black,S,8.6
Multifunctional Baby Bottle Warmer,Baby,198.43,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,4,899,Puma,red,S,1.05
Butternut Squash Soup,Food - Soups,832.33,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,3,287,Adidas,black,L,28.96
Fried Rice,Food - Frozen Foods,20.99,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,2,823,Nike,black,L,24.06
Spicy Italian Sausage,Food - Meat & Seafood,564.0,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,5,199,Adidas,black,XL,17.52
Asian Salad Mix,Food - Produce,725.79,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,1,940,Puma,green,S,0.17
Pet Tracking Collar,Pets,513.99,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,5,120,Adidas,red,L,6.83
Almond Milk Yogurt,Food - Dairy Alternatives,140.94,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,3,140,Nike,red,XL,8.03
Portable Air Compressor,Automotive,948.04,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,3,700,Nike,blue,XL,3.53
Snap-On Tupperware Set,Kitchen,496.13,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,5,692,Nike,black,XL,16.65
Winter Knit Beanie,Clothing,928.78,ut tellus nulla ut erat id mauris vulputate elementum nullam varius,5,319,Nike,red,L,25.66
Inflatable Pool Float,Outdoor,79.17,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,3,874,Puma,black,S,33.85
Craft Beer Mustard,Food - Condiments,795.54,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,2,706,Nike,green,XL,15.51
Classic Cheeseburger Mix,Food - Meats,856.74,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,5,657,Puma,red,S,26.63
Ginger Turmeric Tea,Food - Beverages,157.57,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,3,352,Nike,green,L,8.13
Marinara Sauce,Food - Condiments,335.0,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,3,150,Nike,black,M,33.66
Kale Salad Kit,Food - Salads,414.27,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,3,70,Puma,black,S,31.33
Comfortable Jogger Pants,Clothing - Bottoms,542.34,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,1,192,Adidas,green,L,44.42
Pineapple Rings,Food - Canned Goods,776.06,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,5,355,Adidas,red,L,10.1
Vegetarian Sausage Links,Food - Meat Substitutes,274.68,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,3,9,Puma,red,L,11.79
Smart Air Purifier,Home,578.87,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,2,695,Puma,blue,S,12.72
Car Trash Can,Automotive,837.12,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,2,346,Nike,red,S,36.98
Printed Maxi Skirt,Clothing - Skirts,914.86,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,5,516,Nike,green,L,43.51
Pineapple Teriyaki Chicken Mix,Food - Meat,83.16,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,5,225,Nike,blue,S,29.15
Lemon Dill Salmon,Food - Seafood,381.36,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,1,973,Puma,green,M,24.15
Cookbook,Books,87.17,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,3,853,Nike,blue,XL,26.29
Whipped Cream Cheese,Food - Dairy,151.99,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent,5,643,Adidas,black,S,33.49
Portable Campfire,Outdoor,797.47,luctus et ultrices posuere cubilia curae mauris viverra diam vitae,1,823,Nike,blue,S,13.93
Cocoa Powder,Food - Baking,281.04,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,4,449,Adidas,red,L,19.74
Wireless Induction Charger,Electronics,661.02,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,4,529,Puma,green,L,36.28
Toy Building Set,Toys,313.78,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,5,149,Puma,green,L,25.26
Chia Seed Pudding Mix,Food - Breakfast,83.25,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,3,860,Puma,blue,L,37.23
Pomegranate Juice,Food - Beverages,620.39,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,1,141,Puma,green,S,43.53
Adjustable Skipping Rope,Fitness,629.8,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,5,480,Nike,red,XL,43.7
Smoky BBQ Jackfruit,Food - Grocery,122.66,ligula suspendisse ornare consequat lectus in est risus auctor sed,5,588,Puma,red,M,14.46
Maple Cinnamon Granola,Food - Cereals,95.48,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,2,795,Nike,red,S,17.54
Mini Fondue Set,Kitchen,468.62,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,4,85,Puma,red,S,25.0
Vegan Mac & Cheese,Food - Frozen,180.49,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,3,964,Nike,green,XL,14.97
Rain Jacket,Clothing,135.64,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,4,626,Puma,blue,XL,8.15
Training Soccer Ball,Sports,34.55,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,4,175,Adidas,green,S,33.23
Slingback Sandals,Clothing - Footwear,416.07,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,4,335,Puma,green,L,48.41
Karaoke Microphone,Music,765.49,congue risus semper porta volutpat quam pede lobortis ligula sit amet,1,520,Nike,green,L,31.09
Fresh Lemons,Food - Fresh Produce,53.79,sodales sed tincidunt eu felis fusce posuere felis sed lacus,5,143,Puma,blue,M,47.56
Compressed Towel Tablets,Travel,915.87,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,3,167,Adidas,green,M,1.64
Portable Hammock,Outdoor,536.08,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,5,152,Puma,blue,M,16.25
Stainless Steel Mixing Bowls,Kitchen,83.72,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,2,700,Puma,red,M,5.24
Picnic Blanket,Outdoor,784.84,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,5,749,Nike,blue,XL,49.16
LED Strip Light Kit,Home,404.18,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,5,639,Adidas,blue,S,34.17
Pet Hair Removal Roller,Pets,18.5,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,4,963,Adidas,blue,S,44.77
Roasted Red Pepper Dip,Food - Snacks,481.31,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,5,773,Puma,red,S,28.95
Pet Safety Harness,Pets,538.79,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,2,241,Adidas,green,XL,5.57
Maple Cinnamon Almonds,Food - Nuts,522.99,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,3,165,Adidas,black,S,17.7
Foot Spa Bath Massager,Health,70.68,proin leo odio porttitor id consequat in consequat ut nulla,5,217,Adidas,green,M,26.87
Memory Card,Storage,661.92,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,2,756,Adidas,black,S,24.03
Peach Fruit Cups,Food - Snacks,69.31,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,2,998,Nike,blue,S,28.57
Chocolate Almond Milk,Food - Dairy Alternatives,331.02,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,1,896,Puma,green,L,28.78
Multicolored LED Strip Lights,Home,854.59,at velit vivamus vel nulla eget eros elementum pellentesque quisque,3,999,Adidas,green,XL,9.26
Insulated Wine Tote,Accessories,592.3,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,3,825,Puma,red,L,45.24
